league,season,team,player,nation,pos,age,born,matches,starts,minutes,90s,goals,assists,g_a,g_pk,pk,pkatt,yellow_cards,red_cards,goals_90,assists_90,g_a_90,g_pk_90,g_a_pk_90,player_short,player_name,total_injuries,injury_types,injured
ENG-Premier League,2324,Arsenal,David Raya,ESP,GK,27,1995,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,D. Raya,D. Raya,2.0,Loan agreement,1
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,24,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,0.2,0.22,0.42,0.2,0.42,D. Rice,D. Rice,1.0,Illness,1
ENG-Premier League,2324,Arsenal,Eddie Nketiah,ENG,FW,24,1999,27,10,1082,12.0,5,2,7,5,0,0,3,0,0.42,0.17,0.58,0.42,0.58,E. Nketiah,E. Nketiah,5.0,"Injury, Ankle Injury",1
ENG-Premier League,2324,Arsenal,Emile Smith Rowe,ENG,MF,23,2000,13,3,353,3.9,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,E. Smith Rowe,E. Smith Rowe,22.0,"Muscle Injury, Groin Injury, Thigh Injury, Knee Injury, Injury",1
ENG-Premier League,2324,Arsenal,Ethan Nwaneri,ENG,MF,16,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,E. Nwaneri,,0.0,None,0
ENG-Premier League,2324,Arsenal,Fabio Vieira,POR,MF,23,2000,11,2,297,3.3,1,2,3,0,1,1,0,1,0.3,0.61,0.91,0.0,0.61,F. Vieira,F. Vieira,15.0,"Ankle Injury, Red Card, Groin Injury",1
ENG-Premier League,2324,Arsenal,Gabriel Jesus,BRA,FW,26,1997,27,17,1478,16.4,4,5,9,4,0,0,6,0,0.24,0.3,0.55,0.24,0.55,G. Jesus,G. Jesus,12.0,"Knee Injury, Convalescence",1
ENG-Premier League,2324,Arsenal,Gabriel Magalhães,BRA,DF,25,1997,36,34,3044,33.8,4,0,4,4,0,0,4,0,0.12,0.0,0.12,0.12,0.12,G. Magalhães,,0.0,None,0
ENG-Premier League,2324,Arsenal,Gabriel Martinelli,BRA,FW,22,2001,35,24,2019,22.4,6,4,10,6,0,0,1,0,0.27,0.18,0.45,0.27,0.45,G. Martinelli,G. Martinelli,5.0,"Ankle Injury, Muscle Injury",1
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,23,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.1,0.29,0.38,0.1,0.38,J. Kiwior,,0.0,None,0
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,31,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,Jorginho,,0.0,None,0
ENG-Premier League,2324,Arsenal,Jurriën Timber,NED,DF,22,2001,2,1,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,J. Timber,J. Timber,35.0,"Knee Injury, Coach's decision, Lacking Match Fitness",1
ENG-Premier League,2324,Arsenal,Kai Havertz,GER,"MF,FW",24,1999,37,30,2634,29.3,13,7,20,12,1,1,11,0,0.44,0.24,0.68,0.41,0.65,K. Havertz,K. Havertz,2.0,"Knee Injury, Yellow Cards",1
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",28,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,0.65,0.05,0.71,0.65,0.71,L. Trossard,L. Trossard,2.0,"Coach's decision, Muscle Injury",1
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,24,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,0.23,0.29,0.52,0.17,0.47,M. Ødegaard,,0.0,None,0
ENG-Premier League,2324,Arsenal,Mohamed Elneny,EGY,MF,31,1992,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Elneny,M. Elneny,36.0,"Thigh Injury, Knock, National selection",1
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,26,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.05,0.1,0.16,0.05,0.16,O. Zinchenko,O. Zinchenko,16.0,"Knee Injury, Muscle Injury, Groin Injury, Calf Injury",1
ENG-Premier League,2324,Arsenal,Reiss Nelson,ENG,FW,23,1999,15,1,268,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,R. Nelson,R. Nelson,13.0,"Injury, Thigh Injury",1
ENG-Premier League,2324,Arsenal,Takehiro Tomiyasu,JPN,DF,24,1998,22,10,1149,12.8,2,1,3,2,0,0,2,1,0.16,0.08,0.23,0.16,0.23,T. Tomiyasu,T. Tomiyasu,28.0,"Thigh Injury, Injury, Knee Injury, Calf Injury, National selection, International duty, Health problems",1
ENG-Premier League,2324,Arsenal,Thomas Partey,GHA,"MF,DF",30,1993,14,9,788,8.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,T. Partey,T. Partey,26.0,"Thigh Injury, Muscle Injury",1
ENG-Premier League,2324,Arsenal,William Saliba,FRA,DF,22,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,0.05,0.03,0.08,0.05,0.08,W. Saliba,W. Saliba,11.0,Back Injury,1
ENG-Premier League,2324,Aston Villa,Bertrand Traoré,BFA,"FW,MF",27,1995,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B. Traoré,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Boubacar Kamara,FRA,MF,23,1999,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.0,0.05,0.05,0.0,0.05,B. Kamara,B. Kamara,31.0,"Knee Injury, Ankle Injury, Yellow Cards, Red Card",1
ENG-Premier League,2324,Aston Villa,Calum Chambers,ENG,MF,28,1995,5,1,152,1.7,0,1,1,0,0,0,1,0,0.0,0.59,0.59,0.0,0.59,C. Chambers,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Cameron Archer,ENG,"FW,MF",22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,C. Archer,C. Archer,5.0,Calf Injury,1
ENG-Premier League,2324,Aston Villa,Clément Lenglet,FRA,DF,28,1995,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,C. Lenglet,C. Lenglet,1.0,Groin Injury,1
ENG-Premier League,2324,Aston Villa,Diego Carlos,BRA,DF,30,1993,27,20,1816,20.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,D. Carlos,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Douglas Luiz,BRA,MF,25,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,0.27,0.15,0.42,0.15,0.3,D. Luiz,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Emiliano Martínez,ARG,GK,30,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,E. Martínez,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Ezri Konsa,ENG,DF,25,1997,35,35,3069,34.1,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,E. Konsa,E. Konsa,3.0,Knee Injury,1
ENG-Premier League,2324,Aston Villa,Finley Munroe,ENG,DF,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,F. Munroe,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Jacob Ramsey,ENG,MF,22,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,J. Ramsey,J. Ramsey,24.0,"Thigh Injury, Foot Injury, Injury, Ankle Injury",1
ENG-Premier League,2324,Aston Villa,Jaden Philogene Bidace,ENG,"FW,MF",21,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Philogene Bidace,,0.0,None,0
ENG-Premier League,2324,Aston Villa,John McGinn,SCO,MF,28,1994,35,35,2999,33.3,6,4,10,6,0,0,9,1,0.18,0.12,0.3,0.18,0.3,J. McGinn,J. McGinn,4.0,"Thigh Injury, Red Card",1
ENG-Premier League,2324,Aston Villa,Jáder Durán,COL,FW,19,2003,23,3,475,5.3,5,0,5,5,0,0,5,0,0.95,0.0,0.95,0.95,0.95,J. Durán,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Kaine Kesler-Hayden,ENG,"DF,MF",20,2002,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,K. Kesler-Hayden,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Leander Dendoncker,BEL,MF,28,1995,8,1,119,1.3,1,0,1,1,0,0,0,0,0.76,0.0,0.76,0.76,0.76,L. Dendoncker,L. Dendoncker,8.0,"Illness, Red Card, Personal Reasons, Muscle Injury",1
ENG-Premier League,2324,Aston Villa,Leon Bailey,JAM,MF,25,1997,35,22,2068,23.0,10,9,19,10,0,0,5,0,0.44,0.39,0.83,0.44,0.83,L. Bailey,L. Bailey,6.0,"Muscle Injury, Thigh Injury",1
ENG-Premier League,2324,Aston Villa,Lucas Digne,FRA,DF,30,1993,33,27,2410,26.8,1,3,4,1,0,0,7,0,0.04,0.11,0.15,0.04,0.15,L. Digne,L. Digne,11.0,"Ankle Injury, Shoulder Injury, Yellow Cards, Thigh Injury",1
ENG-Premier League,2324,Aston Villa,Matty Cash,POL,"DF,MF",25,1997,29,23,2142,23.8,2,2,4,2,0,0,8,0,0.08,0.08,0.17,0.08,0.17,M. Cash,M. Cash,16.0,"Muscle Injury, Knock, Calf Injury, Yellow Cards, Hamstring Injury",1
ENG-Premier League,2324,Aston Villa,Morgan Rogers,ENG,MF,21,2002,11,8,638,7.1,3,1,4,3,0,0,3,0,0.42,0.14,0.56,0.42,0.56,M. Rogers,M. Rogers,2.0,Thigh Injury,1
ENG-Premier League,2324,Aston Villa,Moussa Diaby,FRA,"MF,FW",24,1999,38,25,2174,24.2,6,8,14,6,0,0,1,0,0.25,0.33,0.58,0.25,0.58,M. Diaby,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Nicolò Zaniolo,ITA,"MF,FW",24,1999,25,9,839,9.3,2,0,2,2,0,0,7,0,0.21,0.0,0.21,0.21,0.21,N. Zaniolo,N. Zaniolo,5.0,"Injury, Muscle Injury, Leg Injury",1
ENG-Premier League,2324,Aston Villa,Ollie Watkins,ENG,FW,27,1995,37,37,3217,35.7,19,13,32,19,0,0,4,0,0.53,0.36,0.9,0.53,0.9,O. Watkins,O. Watkins,1.0,Thigh Injury,1
ENG-Premier League,2324,Aston Villa,Omari Kellyman,ENG,"FW,MF",17,2005,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,O. Kellyman,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Pau Torres,ESP,DF,26,1997,29,27,2464,27.4,2,0,2,2,0,0,1,0,0.07,0.0,0.07,0.07,0.07,P. Torres,P. Torres,4.0,"Injury, Ankle Injury",1
ENG-Premier League,2324,Aston Villa,Philippe Coutinho,BRA,"FW,MF",31,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,P. Coutinho,,0.0,None,0
ENG-Premier League,2324,Aston Villa,Robin Olsen,SWE,GK,33,1990,5,4,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,R. Olsen,R. Olsen,4.0,Knock,1
ENG-Premier League,2324,Aston Villa,Tim Iroegbunam,ENG,MF,20,2003,9,1,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,T. Iroegbunam,T. Iroegbunam,8.0,Surgery,1
ENG-Premier League,2324,Aston Villa,Tyrone Mings,ENG,DF,30,1993,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,T. Mings,T. Mings,37.0,Knee Injury,1
ENG-Premier League,2324,Aston Villa,Youri Tielemans,BEL,"MF,FW",26,1997,32,17,1622,18.0,2,6,8,2,0,0,3,0,0.11,0.33,0.44,0.11,0.44,Y. Tielemans,Y. Tielemans,12.0,"Ankle Injury, Knock, Injury, Muscle Injury",1
ENG-Premier League,2324,Aston Villa,Álex Moreno,ESP,DF,30,1993,21,11,1031,11.5,2,0,2,2,0,0,2,0,0.17,0.0,0.17,0.17,0.17,Á. Moreno,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Adam Smith,ENG,DF,32,1991,28,25,2150,23.9,0,2,2,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,A. Smith,A. Smith,5.0,"Yellow Cards, Muscle Injury, Injury",1
ENG-Premier League,2324,Bournemouth,Alex Scott,ENG,MF,19,2003,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,A. Scott,A. Scott,13.0,Knee Injury,1
ENG-Premier League,2324,Bournemouth,Antoine Semenyo,GHA,MF,23,2000,33,25,2105,23.4,8,2,10,8,0,0,6,0,0.34,0.09,0.43,0.34,0.43,A. Semenyo,A. Semenyo,4.0,"Leg Injury, National selection, Injury",1
ENG-Premier League,2324,Bournemouth,Chris Mepham,WAL,DF,25,1997,10,6,617,6.9,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,C. Mepham,C. Mepham,11.0,"Yellow Cards, Muscle Injury, Illness",1
ENG-Premier League,2324,Bournemouth,Dango Ouattara,BFA,"DF,MF",21,2002,30,12,1229,13.7,1,2,3,1,0,0,3,0,0.07,0.15,0.22,0.07,0.22,D. Ouattara,D. Ouattara,2.0,"National selection, International duty",1
ENG-Premier League,2324,Bournemouth,David Brooks,WAL,MF,26,1997,13,2,282,3.1,1,1,2,1,0,0,1,0,0.32,0.32,0.64,0.32,0.64,D. Brooks,D. Brooks,25.0,"Illness, Thigh Injury",1
ENG-Premier League,2324,Bournemouth,Dominic Sadi,ENG,MF,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,D. Sadi,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Dominic Solanke,ENG,FW,25,1997,38,37,3325,36.9,19,3,22,17,2,3,3,0,0.51,0.08,0.6,0.46,0.54,D. Solanke,D. Solanke,3.0,"Ankle Injury, Knee Injury",1
ENG-Premier League,2324,Bournemouth,Enes Ünal,TUR,FW,26,1997,16,2,328,3.6,2,2,4,2,0,0,1,0,0.55,0.55,1.1,0.55,1.1,E. Ünal,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Hamed Junior Traorè,CIV,MF,23,2000,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,H. Junior Traorè,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Illia Zabarnyi,UKR,DF,20,2002,37,37,3330,37.0,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,I. Zabarnyi,I. Zabarnyi,5.0,Ankle Injury,1
ENG-Premier League,2324,Bournemouth,Ionuț Radu,ROU,GK,26,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,I. Radu,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Jaidon Anthony,ENG,MF,23,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,J. Anthony,,0.0,None,0
ENG-Premier League,2324,Bournemouth,James Hill,ENG,DF,21,2002,5,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Hill,J. Hill,7.0,Ankle Injury,1
ENG-Premier League,2324,Bournemouth,Joe Rothwell,ENG,MF,28,1995,11,3,386,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Rothwell,J. Rothwell,10.0,Thigh Injury,1
ENG-Premier League,2324,Bournemouth,Justin Kluivert,NED,MF,24,1999,32,26,1916,21.3,7,1,8,7,0,0,5,0,0.33,0.05,0.38,0.33,0.38,J. Kluivert,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Kieffer Moore,WAL,"DF,FW",30,1992,8,0,108,1.2,1,0,1,1,0,0,0,0,0.83,0.0,0.83,0.83,0.83,K. Moore,K. Moore,1.0,Head Injury,1
ENG-Premier League,2324,Bournemouth,Lewis Cook,ENG,MF,26,1997,33,32,2786,31.0,0,3,3,0,0,0,5,1,0.0,0.1,0.1,0.0,0.1,L. Cook,L. Cook,9.0,"Knee Injury, Hip Injury, Red Card, Groin Injury",1
ENG-Premier League,2324,Bournemouth,Lloyd Kelly,ENG,DF,24,1998,23,17,1559,17.3,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,L. Kelly,L. Kelly,24.0,"Ankle Injury, Calf Injury, Injury, Thigh Injury, Hip Injury",1
ENG-Premier League,2324,Bournemouth,Luis Sinisterra,COL,MF,24,1999,20,7,699,7.8,2,2,4,2,0,0,0,0,0.26,0.26,0.52,0.26,0.52,L. Sinisterra,L. Sinisterra,27.0,"Thigh Injury, Red Card, Foot Injury, Injury",1
ENG-Premier League,2324,Bournemouth,Marcos Senesi,ARG,DF,26,1997,31,26,2242,24.9,4,5,9,4,0,0,13,0,0.16,0.2,0.36,0.16,0.36,M. Senesi,M. Senesi,6.0,"Thigh Injury, Yellow Cards",1
ENG-Premier League,2324,Bournemouth,Marcus Tavernier,ENG,MF,24,1999,30,25,2118,23.5,3,4,7,3,0,0,3,0,0.13,0.17,0.3,0.13,0.3,M. Tavernier,M. Tavernier,23.0,"Injury, Thigh Injury",1
ENG-Premier League,2324,Bournemouth,Mark Travers,IRL,GK,24,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Travers,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Max Aarons,ENG,DF,23,2000,20,13,1237,13.7,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,M. Aarons,M. Aarons,13.0,Thigh Injury,1
ENG-Premier League,2324,Bournemouth,Milos Kerkez,HUN,DF,19,2003,28,22,1970,21.9,0,1,1,0,0,0,4,1,0.0,0.05,0.05,0.0,0.05,M. Kerkez,M. Kerkez,7.0,"Ankle Injury, Red Card",1
ENG-Premier League,2324,Bournemouth,Neto,BRA,GK,34,1989,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,Neto,Neto,8.0,"Thigh Injury, Ankle Injury",1
ENG-Premier League,2324,Bournemouth,Philip Billing,DEN,MF,27,1996,29,13,1398,15.5,2,2,4,2,0,0,3,1,0.13,0.13,0.26,0.13,0.26,P. Billing,P. Billing,1.0,Red Card,1
ENG-Premier League,2324,Bournemouth,Romain Faivre,FRA,MF,25,1998,5,0,41,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,R. Faivre,R. Faivre,3.0,"Illness, Injury",1
ENG-Premier League,2324,Bournemouth,Ryan Christie,SCO,MF,28,1995,37,35,2907,32.3,0,5,5,0,0,0,6,0,0.0,0.15,0.15,0.0,0.15,R. Christie,,0.0,None,0
ENG-Premier League,2324,Bournemouth,Tyler Adams,USA,MF,24,1999,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,T. Adams,T. Adams,41.0,"Red Card, Thigh Injury, Injury",1
ENG-Premier League,2324,Brentford,Aaron Hickey,SCO,"DF,MF",21,2002,9,9,713,7.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,A. Hickey,A. Hickey,36.0,"Ankle Injury, Yellow Cards, Thigh Injury",1
ENG-Premier League,2324,Brentford,Ben Mee,ENG,DF,33,1989,16,15,1272,14.1,2,0,2,2,0,0,1,1,0.14,0.0,0.14,0.14,0.14,B. Mee,B. Mee,18.0,"Muscle Injury, Knock, Red Card, Broken ankle",1
ENG-Premier League,2324,Brentford,Bryan Mbeumo,CMR,FW,23,1999,25,22,1960,21.8,9,6,15,6,3,3,2,0,0.41,0.28,0.69,0.28,0.55,B. Mbeumo,B. Mbeumo,13.0,Ankle Injury,1
ENG-Premier League,2324,Brentford,Christian Nørgaard,DEN,MF,29,1994,31,30,2505,27.8,2,1,3,2,0,0,8,0,0.07,0.04,0.11,0.07,0.11,C. Nørgaard,,0.0,None,0
ENG-Premier League,2324,Brentford,Ethan Pinnock,JAM,DF,30,1993,29,28,2521,28.0,2,0,2,2,0,0,1,0,0.07,0.0,0.07,0.07,0.07,E. Pinnock,E. Pinnock,16.0,"Muscle Injury, Ankle Injury",1
ENG-Premier League,2324,Brentford,Frank Onyeka,NGA,MF,25,1998,26,11,1161,12.9,1,2,3,1,0,0,8,0,0.08,0.16,0.23,0.08,0.23,F. Onyeka,F. Onyeka,14.0,"Thigh Injury, Yellow Cards, National selection, International duty",1
ENG-Premier League,2324,Brentford,Ivan Toney,ENG,FW,27,1996,17,16,1450,16.1,4,2,6,4,0,0,5,0,0.25,0.12,0.37,0.25,0.37,I. Toney,I. Toney,22.0,"Yellow Cards, Suspended",1
ENG-Premier League,2324,Brentford,Josh Dasilva,ENG,MF,24,1998,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Dasilva,J. Dasilva,33.0,"Thigh Injury, Knee Injury",1
ENG-Premier League,2324,Brentford,Keane Lewis-Potter,ENG,"FW,MF",22,2001,30,15,1441,16.0,3,1,4,3,0,0,0,0,0.19,0.06,0.25,0.19,0.25,K. Lewis-Potter,K. Lewis-Potter,20.0,"Ankle Injury, Knee Injury, Calf Injury",1
ENG-Premier League,2324,Brentford,Kevin Schade,GER,FW,21,2001,11,3,333,3.7,2,1,3,2,0,0,0,0,0.54,0.27,0.81,0.54,0.81,K. Schade,K. Schade,26.0,Hip Injury,1
ENG-Premier League,2324,Brentford,Kristoffer Ajer,NOR,DF,25,1998,28,21,1832,20.4,2,1,3,2,0,0,5,0,0.1,0.05,0.15,0.1,0.15,K. Ajer,K. Ajer,22.0,"Thigh Injury, Knee Injury, Calf Injury, Ankle Injury",1
ENG-Premier League,2324,Brentford,Mads Roerslev,DEN,"MF,DF",24,1999,34,22,1985,22.1,1,2,3,1,0,0,1,0,0.05,0.09,0.14,0.05,0.14,M. Roerslev,,0.0,None,0
ENG-Premier League,2324,Brentford,Mark Flekken,NED,GK,30,1993,37,37,3285,36.5,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,M. Flekken,,0.0,None,0
ENG-Premier League,2324,Brentford,Mathias Jensen,DEN,MF,27,1996,32,27,2204,24.5,3,3,6,3,0,0,5,0,0.12,0.12,0.25,0.12,0.25,M. Jensen,M. Jensen,4.0,Knock,1
ENG-Premier League,2324,Brentford,Mathias Jørgensen,DEN,DF,33,1990,14,12,1087,12.1,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,M. Jørgensen,,0.0,None,0
ENG-Premier League,2324,Brentford,Michael Olakigbe,ENG,MF,19,2004,8,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Olakigbe,,0.0,None,0
ENG-Premier League,2324,Brentford,Mikkel Damsgaard,DEN,MF,23,2000,23,7,842,9.4,0,2,2,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,M. Damsgaard,M. Damsgaard,11.0,Knock,1
ENG-Premier League,2324,Brentford,Myles Peart-Harris,ENG,MF,20,2002,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Peart-Harris,,0.0,None,0
ENG-Premier League,2324,Brentford,Nathan Collins,IRL,DF,22,2001,32,29,2652,29.5,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,N. Collins,N. Collins,8.0,"Red Card, Ankle Injury, Injury",1
ENG-Premier League,2324,Brentford,Neal Maupay,FRA,FW,26,1996,29,13,1321,14.7,6,3,9,6,0,0,8,0,0.41,0.2,0.61,0.41,0.61,N. Maupay,N. Maupay,2.0,Loan agreement,1
ENG-Premier League,2324,Brentford,Rico Henry,JAM,DF,26,1997,5,5,401,4.5,0,1,1,0,0,0,1,0,0.0,0.22,0.22,0.0,0.22,R. Henry,R. Henry,33.0,Knee Injury,1
ENG-Premier League,2324,Brentford,Saman Ghoddos,IRN,"DF,MF",29,1993,19,7,739,8.2,1,0,1,1,0,0,5,0,0.12,0.0,0.12,0.12,0.12,S. Ghoddos,S. Ghoddos,3.0,"National selection, International duty",1
ENG-Premier League,2324,Brentford,Sergio Reguilón,ESP,"MF,DF",26,1996,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.0,0.32,0.32,0.0,0.32,S. Reguilón,,0.0,None,0
ENG-Premier League,2324,Brentford,Shandon Baptiste,GRN,MF,25,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.39,0.39,0.79,0.39,0.79,S. Baptiste,S. Baptiste,17.0,"Muscle Injury, Red Card, Shoulder Injury, Foot Injury",1
ENG-Premier League,2324,Brentford,Thomas Strakosha,ALB,GK,28,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,T. Strakosha,T. Strakosha,16.0,"Ankle Injury, Thigh Injury, Calf Injury",1
ENG-Premier League,2324,Brentford,Vitaly Janelt,GER,"MF,DF",25,1998,38,37,3054,33.9,1,3,4,1,0,0,8,0,0.03,0.09,0.12,0.03,0.12,V. Janelt,V. Janelt,3.0,Knee Injury,1
ENG-Premier League,2324,Brentford,Yehor Yarmoliuk,UKR,MF,19,2004,27,6,688,7.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Y. Yarmoliuk,,0.0,None,0
ENG-Premier League,2324,Brentford,Yoane Wissa,COD,FW,26,1996,34,29,2493,27.7,12,3,15,12,0,0,7,0,0.43,0.11,0.54,0.43,0.54,Y. Wissa,Y. Wissa,4.0,"National selection, International duty",1
ENG-Premier League,2324,Brighton,Adam Lallana,ENG,MF,35,1988,25,13,850,9.4,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,A. Lallana,A. Lallana,24.0,"Calf Injury, Injury, Thigh Injury, Lacking Match Fitness",1
ENG-Premier League,2324,Brighton,Adam Webster,ENG,DF,28,1995,15,13,1144,12.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,A. Webster,A. Webster,16.0,"Knock, Muscle Injury",1
ENG-Premier League,2324,Brighton,Ansu Fati,ESP,"MF,FW",20,2002,19,3,521,5.8,2,0,2,2,0,0,2,0,0.35,0.0,0.35,0.35,0.35,A. Fati,A. Fati,9.0,Calf Injury,1
ENG-Premier League,2324,Brighton,Bart Verbruggen,NED,GK,20,2002,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,B. Verbruggen,,0.0,None,0
ENG-Premier League,2324,Brighton,Benicio Boaitey,ENG,FW,19,2004,5,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B. Boaitey,,0.0,None,0
ENG-Premier League,2324,Brighton,Billy Gilmour,SCO,MF,22,2001,30,24,2120,23.6,0,1,1,0,0,0,8,1,0.0,0.04,0.04,0.0,0.04,B. Gilmour,B. Gilmour,5.0,"Knock, Knee Injury",1
ENG-Premier League,2324,Brighton,Carlos Baleba,CMR,MF,19,2004,27,15,1325,14.7,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,C. Baleba,,0.0,None,0
ENG-Premier League,2324,Brighton,Danny Welbeck,ENG,"FW,MF",32,1990,29,21,1693,18.8,5,1,6,5,0,0,4,0,0.27,0.05,0.32,0.27,0.32,D. Welbeck,D. Welbeck,12.0,"Knock, Calf Injury, Muscle Injury",1
