league,season,team,player,nation,pos,age,born,matches,starts,minutes,90s,goals,assists,g_a,g_pk,pk,pkatt,yellow_cards,red_cards,goals_90,assists_90,g_a_90,g_pk_90,g_a_pk_90,player_short,player_name,total_injuries,injury_types,injured
ENG-Premier League,2324,Brighton,Evan Ferguson,IRL,FW,18,2004,27,15,1367,15.2,6,0,6,6,0,0,1,0,0.4,0.0,0.4,0.4,0.4,E. Ferguson,E. Ferguson,12.0,"Knee Injury, Ankle Injury",1
ENG-Premier League,2324,Brighton,Facundo Buonanotte,ARG,"MF,FW",18,2004,27,17,1364,15.2,3,1,4,3,0,0,7,0,0.2,0.07,0.26,0.2,0.26,F. Buonanotte,,0.0,None,0
ENG-Premier League,2324,Brighton,Igor,BRA,DF,25,1998,24,17,1637,18.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Igor,Igor,2.0,"Ankle Injury, Knock",1
ENG-Premier League,2324,Brighton,Jack Hinshelwood,ENG,"DF,MF",18,2005,12,8,869,9.7,3,0,3,3,0,0,1,0,0.31,0.0,0.31,0.31,0.31,J. Hinshelwood,J. Hinshelwood,14.0,Ankle Injury,1
ENG-Premier League,2324,Brighton,Jakub Moder,POL,"MF,DF",24,1999,17,6,618,6.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,J. Moder,J. Moder,38.0,Knee Injury,1
ENG-Premier League,2324,Brighton,James Milner,ENG,"DF,MF",37,1986,15,11,773,8.6,0,2,2,0,0,0,3,0,0.0,0.23,0.23,0.0,0.23,J. Milner,J. Milner,24.0,"Head Injury, Thigh Injury, Muscle Injury, Injury, Knee Injury",1
ENG-Premier League,2324,Brighton,Jan Paul van Hecke,NED,DF,23,2000,28,26,2369,26.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,J. Paul van Hecke,,0.0,None,0
ENG-Premier League,2324,Brighton,Jason Steele,ENG,GK,32,1990,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Steele,,0.0,None,0
ENG-Premier League,2324,Brighton,João Pedro,BRA,"MF,FW",21,2001,31,19,2045,22.7,9,3,12,5,4,5,2,0,0.4,0.13,0.53,0.22,0.35,J. Pedro,,0.0,None,0
ENG-Premier League,2324,Brighton,Joël Veltman,NED,DF,31,1992,27,17,1588,17.6,1,1,2,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,J. Veltman,J. Veltman,13.0,"Muscle Injury, Knee Injury, Knock",1
ENG-Premier League,2324,Brighton,Julio Enciso,PAR,MF,19,2004,12,5,475,5.3,0,2,2,0,0,0,2,0,0.0,0.38,0.38,0.0,0.38,J. Enciso,J. Enciso,24.0,"Knee Injury, Knock",1
ENG-Premier League,2324,Brighton,Kaoru Mitoma,JPN,"MF,FW",26,1997,19,15,1486,16.5,3,4,7,3,0,0,4,0,0.18,0.24,0.42,0.18,0.42,K. Mitoma,K. Mitoma,21.0,"Ankle Injury, Injury, National selection, International duty, Back Injury",1
ENG-Premier League,2324,Brighton,Lewis Dunk,ENG,DF,31,1991,33,33,2869,31.9,3,1,4,3,0,0,7,1,0.09,0.03,0.13,0.09,0.13,L. Dunk,L. Dunk,5.0,"Groin Injury, Red Card, Yellow Cards, Knee Injury",1
ENG-Premier League,2324,Brighton,Mahmoud Dahoud,GER,MF,27,1996,9,6,452,5.0,0,1,1,0,0,0,1,1,0.0,0.2,0.2,0.0,0.2,M. Dahoud,M. Dahoud,3.0,Red Card,1
ENG-Premier League,2324,Brighton,Mark O'Mahony,IRL,FW,18,2005,3,1,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,M. O'Mahony,,0.0,None,0
ENG-Premier League,2324,Brighton,Odeluga Offiah,ENG,DF,20,2002,4,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,O. Offiah,,0.0,None,0
ENG-Premier League,2324,Brighton,Pascal Groß,GER,"MF,DF",32,1991,36,34,3114,34.6,4,10,14,3,1,1,6,0,0.12,0.29,0.4,0.09,0.38,P. Groß,,0.0,None,0
ENG-Premier League,2324,Brighton,Pervis Estupiñán,ECU,"DF,MF",25,1998,19,15,1243,13.8,2,3,5,2,0,0,4,0,0.14,0.22,0.36,0.14,0.36,P. Estupiñán,,0.0,None,0
ENG-Premier League,2324,Brighton,Simon Adingra,CIV,MF,21,2002,31,25,2222,24.7,6,1,7,6,0,0,3,0,0.24,0.04,0.28,0.24,0.28,S. Adingra,S. Adingra,5.0,"Thigh Injury, National selection, International duty",1
ENG-Premier League,2324,Brighton,Solly March,ENG,"MF,DF",29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65,S. March,S. March,34.0,"Thigh Injury, Knee Injury",1
ENG-Premier League,2324,Brighton,Tariq Lamptey,GHA,"DF,MF",22,2000,19,10,914,10.2,0,3,3,0,0,0,3,0,0.0,0.3,0.3,0.0,0.3,T. Lamptey,T. Lamptey,29.0,"Knee Injury, Injury, Muscle Injury",1
ENG-Premier League,2324,Brighton,Valentín Barco,ARG,DF,19,2004,6,3,307,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,V. Barco,,0.0,None,0
ENG-Premier League,2324,Burnley,Aaron Ramsey,ENG,MF,20,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,A. Ramsey,A. Ramsey,17.0,"Knock, Injury, Knee Injury",1
ENG-Premier League,2324,Burnley,Ameen Al-Dakhil,BEL,DF,21,2002,13,12,1056,11.7,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,A. Al-Dakhil,,0.0,None,0
ENG-Premier League,2324,Burnley,Anass Zaroury,MAR,FW,22,2000,6,1,152,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,A. Zaroury,A. Zaroury,1.0,Red Card,1
ENG-Premier League,2324,Burnley,Arijanet Muric,KVX,GK,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A. Muric,A. Muric,2.0,Illness,1
ENG-Premier League,2324,Burnley,Benson Manuel,ANG,MF,26,1997,8,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B. Manuel,,0.0,None,0
ENG-Premier League,2324,Burnley,Charlie Taylor,ENG,DF,29,1993,28,25,2331,25.9,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,C. Taylor,C. Taylor,5.0,"Yellow Cards, Shoulder Injury",1
ENG-Premier League,2324,Burnley,Connor Roberts,WAL,DF,27,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0.0,0.11,0.11,0.0,0.11,C. Roberts,C. Roberts,1.0,Red Card,1
ENG-Premier League,2324,Burnley,Dara O'Shea,IRL,DF,24,1999,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.09,0.12,0.22,0.09,0.22,D. O'Shea,D. O'Shea,1.0,Red Card,1
ENG-Premier League,2324,Burnley,David Datro Fofana,CIV,FW,20,2002,15,10,879,9.8,4,1,5,4,0,0,1,0,0.41,0.1,0.51,0.41,0.51,D. Datro Fofana,,0.0,None,0
ENG-Premier League,2324,Burnley,Han-Noah Massengo,FRA,MF,22,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,H. Massengo,,0.0,None,0
ENG-Premier League,2324,Burnley,Hannes Delcroix,HAI,DF,24,1999,12,5,589,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,H. Delcroix,H. Delcroix,1.0,Knock,1
ENG-Premier League,2324,Burnley,Hjalmar Ekdal,SWE,DF,24,1998,8,5,437,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,H. Ekdal,H. Ekdal,10.0,Knee Injury,1
ENG-Premier League,2324,Burnley,Jack Cork,ENG,"DF,MF",34,1989,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Cork,J. Cork,8.0,Injury,1
ENG-Premier League,2324,Burnley,Jacob Bruun Larsen,DEN,MF,24,1998,32,16,1249,13.9,6,0,6,5,1,1,1,0,0.43,0.0,0.43,0.36,0.36,J. Bruun Larsen,,0.0,None,0
ENG-Premier League,2324,Burnley,James Trafford,ENG,GK,20,2002,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,J. Trafford,,0.0,None,0
ENG-Premier League,2324,Burnley,Jay Rodriguez,ENG,FW,34,1989,21,7,822,9.1,2,1,3,1,1,1,0,0,0.22,0.11,0.33,0.11,0.22,J. Rodriguez,,0.0,None,0
ENG-Premier League,2324,Burnley,Jordan Beyer,GER,DF,23,2000,15,15,1234,13.7,0,1,1,0,0,0,6,0,0.0,0.07,0.07,0.0,0.07,J. Beyer,J. Beyer,21.0,"Thigh Injury, Knock, Yellow Cards, Injury",1
ENG-Premier League,2324,Burnley,Josh Brownhill,ENG,MF,27,1995,33,23,2252,25.0,4,2,6,4,0,0,4,1,0.16,0.08,0.24,0.16,0.24,J. Brownhill,J. Brownhill,1.0,Red Card,1
ENG-Premier League,2324,Burnley,Josh Cullen,IRL,MF,27,1996,25,23,2057,22.9,2,3,5,2,0,0,9,0,0.09,0.13,0.22,0.09,0.22,J. Cullen,J. Cullen,3.0,"Yellow Cards, Knock",1
ENG-Premier League,2324,Burnley,Jóhann Berg Guðmundsson,ISL,MF,32,1990,26,12,1192,13.2,1,3,4,1,0,0,2,0,0.08,0.23,0.3,0.08,0.3,J. Berg Guðmundsson,,0.0,None,0
ENG-Premier League,2324,Burnley,Lorenz Assignon,TOG,DF,23,2000,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.07,0.15,0.22,0.07,0.22,L. Assignon,L. Assignon,1.0,Red Card,1
ENG-Premier League,2324,Burnley,Luca Koleosho,ITA,"MF,FW",18,2004,15,13,974,10.8,1,1,2,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,L. Koleosho,L. Koleosho,23.0,Knee Injury,1
ENG-Premier League,2324,Burnley,Lyle Foster,RSA,"FW,MF",22,2000,24,22,1899,21.1,5,3,8,5,0,0,0,1,0.24,0.14,0.38,0.24,0.38,L. Foster,L. Foster,13.0,"Red Card, Illness, Injury",1
ENG-Premier League,2324,Burnley,Maxime Estève,FRA,DF,21,2002,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,M. Estève,,0.0,None,0
ENG-Premier League,2324,Burnley,Michael Obafemi,IRL,FW,23,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Obafemi,M. Obafemi,11.0,Thigh Injury,1
ENG-Premier League,2324,Burnley,Mike Trésor,BEL,"MF,FW",24,1999,16,3,420,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Trésor,,0.0,None,0
ENG-Premier League,2324,Burnley,Nathan Redmond,ENG,"FW,MF",29,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,N. Redmond,N. Redmond,20.0,"Injury, Muscle Injury",1
ENG-Premier League,2324,Burnley,Sander Berge,NOR,MF,25,1998,37,34,3005,33.4,1,2,3,1,0,0,10,1,0.03,0.06,0.09,0.03,0.09,S. Berge,S. Berge,1.0,Red Card,1
ENG-Premier League,2324,Burnley,Vitinho,BRA,"DF,MF",24,1999,32,26,2314,25.7,0,2,2,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,Vitinho,Vitinho,2.0,Knee Injury,1
ENG-Premier League,2324,Burnley,Wilson Odobert,FRA,"MF,FW",18,2004,29,25,2098,23.3,3,2,5,3,0,0,3,0,0.13,0.09,0.21,0.13,0.21,W. Odobert,,0.0,None,0
ENG-Premier League,2324,Burnley,Zeki Amdouni,SUI,FW,22,2000,34,27,1953,21.7,5,1,6,4,1,1,2,0,0.23,0.05,0.28,0.18,0.23,Z. Amdouni,,0.0,None,0
ENG-Premier League,2324,Chelsea,Alex Matos,ENG,MF,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A. Matos,,0.0,None,0
ENG-Premier League,2324,Chelsea,Alfie Gilchrist,ENG,DF,19,2003,11,2,207,2.3,1,0,1,1,0,0,1,0,0.43,0.0,0.43,0.43,0.43,A. Gilchrist,,0.0,None,0
ENG-Premier League,2324,Chelsea,Armando Broja,ALB,FW,21,2001,13,6,454,5.0,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,A. Broja,A. Broja,33.0,"Injury, Knee Injury",1
ENG-Premier League,2324,Chelsea,Axel Disasi,FRA,DF,25,1998,31,29,2579,28.7,2,0,2,2,0,0,6,0,0.07,0.0,0.07,0.07,0.07,A. Disasi,A. Disasi,2.0,"Injury, Knock",1
ENG-Premier League,2324,Chelsea,Ben Chilwell,ENG,"MF,DF",26,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12,B. Chilwell,B. Chilwell,34.0,"Thigh Injury, Muscle Injury, Knee Injury",1
ENG-Premier League,2324,Chelsea,Benoît Badiashile,FRA,DF,22,2001,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,B. Badiashile,B. Badiashile,14.0,Groin Injury,1
ENG-Premier League,2324,Chelsea,Carney Chukwuemeka,AUT,MF,19,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.4,0.4,0.79,0.4,0.79,C. Chukwuemeka,C. Chukwuemeka,29.0,"Illness, Thigh Injury, Muscle Injury, Knee Injury, Injury",1
ENG-Premier League,2324,Chelsea,Cesare Casadei,ITA,MF,20,2003,11,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C. Casadei,,0.0,None,0
ENG-Premier League,2324,Chelsea,Christopher Nkunku,FRA,"MF,FW",25,1997,11,2,443,4.9,3,0,3,3,0,0,0,0,0.61,0.0,0.61,0.61,0.61,C. Nkunku,C. Nkunku,26.0,"Knee Injury, Hip Injury, Injury",1
ENG-Premier League,2324,Chelsea,Cole Palmer,ENG,"MF,FW",21,2002,33,29,2607,29.0,22,11,33,13,9,9,7,0,0.76,0.38,1.14,0.45,0.83,C. Palmer,C. Palmer,3.0,"Knock, Yellow Cards, Illness",1
ENG-Premier League,2324,Chelsea,Conor Gallagher,ENG,MF,23,2000,37,37,3128,34.8,5,7,12,5,0,0,9,1,0.14,0.2,0.35,0.14,0.35,C. Gallagher,C. Gallagher,2.0,Red Card,1
ENG-Premier League,2324,Chelsea,Deivid Washington,BRA,FW,18,2005,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,D. Washington,,0.0,None,0
ENG-Premier League,2324,Chelsea,Enzo Fernández,ARG,MF,22,2001,28,26,2209,24.5,3,2,5,2,1,2,7,0,0.12,0.08,0.2,0.08,0.16,E. Fernández,,0.0,None,0
ENG-Premier League,2324,Chelsea,Ian Maatsen,NED,MF,21,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,I. Maatsen,,0.0,None,0
ENG-Premier League,2324,Chelsea,Jimi Tauriainen,ENG,FW,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Tauriainen,,0.0,None,0
ENG-Premier League,2324,Chelsea,Joshua Acheampong,ENG,DF,17,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Acheampong,,0.0,None,0
ENG-Premier League,2324,Chelsea,Lesley Ugochukwu,FRA,MF,19,2004,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,L. Ugochukwu,L. Ugochukwu,18.0,"Injury, Thigh Injury",1
ENG-Premier League,2324,Chelsea,Levi Colwill,ENG,DF,20,2003,23,20,1797,20.0,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,L. Colwill,L. Colwill,14.0,"Muscle Injury, Loan agreement, Injury, Ankle Injury",1
ENG-Premier League,2324,Chelsea,Malo Gusto,FRA,"DF,MF",20,2003,27,19,1751,19.5,0,6,6,0,0,0,7,1,0.0,0.31,0.31,0.0,0.31,M. Gusto,M. Gusto,8.0,"Red Card, Tendon Injury, Knee Injury",1
ENG-Premier League,2324,Chelsea,Marc Cucurella,ESP,DF,25,1998,21,20,1782,19.8,0,2,2,0,0,0,10,0,0.0,0.1,0.1,0.0,0.1,M. Cucurella,M. Cucurella,17.0,"Illness, Thigh Injury, Yellow Cards, Ankle Injury",1
ENG-Premier League,2324,Chelsea,Mason Burstow,ENG,FW,19,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Burstow,,0.0,None,0
ENG-Premier League,2324,Chelsea,Moisés Caicedo,ECU,MF,21,2001,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.03,0.09,0.13,0.03,0.13,M. Caicedo,M. Caicedo,4.0,"Suspended, Thigh Injury, Inactive, Illness",1
ENG-Premier League,2324,Chelsea,Mykhailo Mudryk,UKR,MF,22,2001,31,18,1576,17.5,5,2,7,5,0,0,5,0,0.29,0.11,0.4,0.29,0.4,M. Mudryk,M. Mudryk,3.0,"Injury, Muscle Injury, Head Injury",1
ENG-Premier League,2324,Chelsea,Nicolas Jackson,SEN,FW,22,2001,35,31,2799,31.1,14,5,19,14,0,0,10,0,0.45,0.16,0.61,0.45,0.61,N. Jackson,N. Jackson,3.0,"Yellow Cards, National selection, International duty",1
ENG-Premier League,2324,Chelsea,Noni Madueke,ENG,MF,21,2002,23,13,1053,11.7,5,2,7,4,1,1,2,0,0.43,0.17,0.6,0.34,0.51,N. Madueke,N. Madueke,3.0,"Muscle Injury, Injury",1
ENG-Premier League,2324,Chelsea,Raheem Sterling,ENG,MF,28,1994,31,22,1978,22.0,8,4,12,8,0,0,7,0,0.36,0.18,0.55,0.36,0.55,R. Sterling,R. Sterling,11.0,"Thigh Injury, Knee Injury, Yellow Cards, Illness, Back Injury",1
ENG-Premier League,2324,Chelsea,Reece James,ENG,"DF,MF",23,1999,10,5,419,4.7,0,2,2,0,0,0,2,2,0.0,0.43,0.43,0.0,0.43,R. James,R. James,48.0,"Knee Injury, Thigh Injury, Illness, Hamstring Injury, Suspended, Red Card",1
ENG-Premier League,2324,Chelsea,Robert Sánchez,ESP,GK,25,1997,16,16,1433,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,R. Sánchez,,0.0,None,0
ENG-Premier League,2324,Chelsea,Roméo Lavia,BEL,MF,19,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,R. Lavia,R. Lavia,43.0,"Muscle Injury, Thigh Injury, Lacking Match Fitness, Ankle Injury, Injury",1
ENG-Premier League,2324,Chelsea,Thiago Silva,BRA,DF,38,1984,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,T. Silva,T. Silva,8.0,"Knee Injury, Groin Injury",1
ENG-Premier League,2324,Chelsea,Trevoh Chalobah,ENG,DF,24,1999,13,10,952,10.6,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,T. Chalobah,T. Chalobah,23.0,"Injury, Thigh Injury",1
ENG-Premier League,2324,Chelsea,Đorđe Petrović,SRB,GK,23,1999,23,22,1987,22.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Đ. Petrović,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Adam Wharton,ENG,MF,19,2004,16,15,1297,14.4,0,3,3,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,A. Wharton,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Cheick Doucouré,MLI,MF,23,2000,11,11,919,10.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,C. Doucouré,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Chris Richards,USA,"DF,MF",23,2000,26,23,2094,23.3,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,C. Richards,C. Richards,11.0,"Leg Injury, Injury, Knee Injury",1
ENG-Premier League,2324,Crystal Palace,Daniel Muñoz,COL,"MF,DF",27,1996,16,16,1439,16.0,0,4,4,0,0,0,4,0,0.0,0.25,0.25,0.0,0.25,D. Muñoz,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,David Ozoh,ENG,MF,18,2005,9,0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,D. Ozoh,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Dean Henderson,ENG,GK,26,1997,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,D. Henderson,D. Henderson,30.0,"Injury, Thigh Injury",1
ENG-Premier League,2324,Crystal Palace,Eberechi Eze,ENG,"MF,FW",25,1998,27,24,2055,22.8,11,4,15,10,1,1,3,0,0.48,0.18,0.66,0.44,0.61,E. Eze,E. Eze,11.0,"Muscle Injury, Ankle Injury, Thigh Injury, Knee Injury",1
ENG-Premier League,2324,Crystal Palace,James Tomkins,ENG,"DF,MF",34,1989,4,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Tomkins,J. Tomkins,19.0,"Muscle Injury, Red Card, Calf Injury",1
ENG-Premier League,2324,Crystal Palace,Jaïro Riedewald,NED,MF,26,1996,9,2,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Riedewald,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Jean-Philippe Mateta,FRA,FW,26,1997,35,25,2282,25.4,16,5,21,14,2,2,3,0,0.63,0.2,0.83,0.55,0.75,J. Mateta,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Jefferson Lerma,COL,"MF,DF",28,1994,28,27,2400,26.7,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,J. Lerma,J. Lerma,10.0,Thigh Injury,1
ENG-Premier League,2324,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",30,1992,29,17,1352,15.0,2,2,4,2,0,0,1,0,0.13,0.13,0.27,0.13,0.27,J. Schlupp,J. Schlupp,5.0,"Knock, Thigh Injury",1
ENG-Premier League,2324,Crystal Palace,Jesurun Rak Sakyi,ENG,"FW,MF",20,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Rak Sakyi,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Joachim Andersen,DEN,DF,27,1996,38,38,3415,37.9,2,3,5,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,J. Andersen,J. Andersen,4.0,Calf Injury,1
ENG-Premier League,2324,Crystal Palace,Joel Ward,ENG,DF,33,1989,26,23,1980,22.0,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,J. Ward,J. Ward,9.0,"Muscle Injury, Thigh Injury",1
ENG-Premier League,2324,Crystal Palace,Jordan Ayew,GHA,"MF,FW",31,1991,35,30,2543,28.3,4,7,11,4,0,0,9,1,0.14,0.25,0.39,0.14,0.39,J. Ayew,J. Ayew,2.0,"Red Card, National selection",1
ENG-Premier League,2324,Crystal Palace,Marc Guéhi,ENG,DF,23,2000,25,23,2021,22.5,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,M. Guéhi,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Matheus França,BRA,MF,19,2004,10,1,232,2.6,0,1,1,0,0,0,1,0,0.0,0.39,0.39,0.0,0.39,M. França,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Michael Olise,FRA,"MF,FW",21,2001,19,14,1275,14.2,10,6,16,9,1,1,0,0,0.71,0.42,1.13,0.64,1.06,M. Olise,M. Olise,20.0,"Foot Injury, Thigh Injury, Muscle Injury",1
ENG-Premier League,2324,Crystal Palace,Naouirou Ahamada,FRA,MF,21,2002,20,0,349,3.9,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,N. Ahamada,N. Ahamada,5.0,"Ankle Injury, Red Card",1
ENG-Premier League,2324,Crystal Palace,Nathaniel Clyne,ENG,DF,32,1991,19,14,1338,14.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,N. Clyne,N. Clyne,8.0,"Ankle Injury, Knee Injury",1
ENG-Premier League,2324,Crystal Palace,Odsonne Édouard,FRA,"FW,MF",25,1998,30,17,1555,17.3,7,0,7,7,0,0,4,0,0.41,0.0,0.41,0.41,0.41,O. Édouard,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Remi Matthews,ENG,GK,29,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,R. Matthews,,0.0,None,0
ENG-Premier League,2324,Crystal Palace,Sam Johnstone,ENG,GK,30,1993,20,20,1796,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,S. Johnstone,S. Johnstone,21.0,"Lower Back Injury, Calf Injury, Elbow Injury",1
ENG-Premier League,2324,Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",23,1999,37,37,3204,35.6,2,3,5,2,0,0,6,0,0.06,0.08,0.14,0.06,0.14,T. Mitchell,T. Mitchell,3.0,"Red Card, Groin Injury",1
ENG-Premier League,2324,Crystal Palace,Will Hughes,ENG,MF,28,1995,30,23,1891,21.0,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,W. Hughes,W. Hughes,9.0,"Illness, Knee Injury, Ankle Injury",1
ENG-Premier League,2324,Everton,Abdoulaye Doucouré,MLI,MF,30,1993,32,32,2629,29.2,7,1,8,7,0,0,7,0,0.24,0.03,0.27,0.24,0.27,A. Doucouré,,0.0,None,0
ENG-Premier League,2324,Everton,Alex Iwobi,NGA,MF,27,1996,2,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A. Iwobi,A. Iwobi,5.0,"Thigh Injury, National selection, International duty",1
ENG-Premier League,2324,Everton,Amadou Onana,BEL,MF,21,2001,30,23,2091,23.2,2,0,2,2,0,0,5,0,0.09,0.0,0.09,0.09,0.09,A. Onana,A. Onana,6.0,"Yellow Cards, Muscle Injury, Calf Injury, Knee Injury",1
ENG-Premier League,2324,Everton,André Gomes,POR,MF,30,1993,12,3,508,5.6,1,0,1,1,0,0,4,0,0.18,0.0,0.18,0.18,0.18,A. Gomes,A. Gomes,25.0,"Injury, Calf Injury, Face Injury",1
ENG-Premier League,2324,Everton,Arnaut Danjuma,NED,"MF,FW",26,1997,14,5,595,6.6,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,A. Danjuma,A. Danjuma,9.0,Ankle Injury,1
ENG-Premier League,2324,Everton,Ashley Young,ENG,"DF,MF",38,1985,31,27,2280,25.3,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,A. Young,A. Young,6.0,"Red Card, Injury",1
ENG-Premier League,2324,Everton,Ben Godfrey,ENG,DF,25,1998,15,13,1120,12.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,B. Godfrey,B. Godfrey,17.0,"Ankle Injury, Groin Injury",1
ENG-Premier League,2324,Everton,Beto,GNB,FW,25,1998,30,9,951,10.6,3,0,3,3,0,1,2,0,0.28,0.0,0.28,0.28,0.28,Beto,Beto,2.0,Head Injury,1
